,FCBH/DBS,ISO,Language,Year,description,exist_API,verses
4126,YCNWBT,ycn,Yucuna,1982,Yucuna WBT Version,True,7948
4133,YUHSBV,yue,Yue Chinese,1999,Studium Biblicum Version,True,0
4135,YUZNTM,yuz,Yuracare,2000,Yuracare 2000 Edition,True,0
4138,NHIWBT,nhi,Tenango Nahuatl,2012,Nahuatl Zacatlán-Aztec New Testament,True,7959
4139,ATBBSM,atb,Zaiwa,,2009 Edition,True,7959
4149,ZIWPBT,ziw,Zigula,,PBT Version,True,0
4152,ZPQTBL,zpq,Zoogocho Zapotec,1987,The New Testament in Zoogocho Zapotec,True,7953
4153,CZTBIV,czt,Zotung Chin,2012,Zotung Chin Bibles International Version,True,0
4156,GNDWYI,gnd,Zulgo-Gemzek,1988,Zulgo-Gemzek 1988 Edition,True,0
4162,ZYPWBT,zyp,Zyphe,2010,"New Testament in Chin, Zyphe",True,7954
4164,AOMWBT,aom,Ömie,1991,Ömie 1991 Edition,True,7940
