ISO	NAM_LABEL	LMP_LON	LMP_LAT	GENEALOGY
njd	Ndonde Hamba	38.12529	-10.55838	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Yao (P.24)
njh	Lotha Naga	94.04355	26.01396	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Ao
nji	Gudanji	134.39484	-17.53489	Australian, West Barkly
njj	Njen	9.90439	5.75169	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo
njl	Njalgulgule	26.11474	8.70752	Nilo-Saharan, Eastern Sudanic, Western, Daju, Western Daju
njm	Angami Naga	93.86681	25.68413	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri
njn	Liangmai Naga	93.54197	25.16002	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Zeme
njo	Ao Naga	94.38242	26.32405	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Ao
njr	Njerep	11.52097	6.82183	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Northern, Mambiloid, Mambila-Konja, Njerup
njs	Nisa	137.60005	-1.95386	East Geelvink Bay
njt	Ndyuka-Trio Pidgin	-56.01815	2.94789	Pidgin
nju	Ngadjunmaya	124.46601	-32.02447	Australian, Pama-Nyungan, South-West, Mirning
njx	Kunyi	12.51966	-3.69702	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, H, Kikongo (H.13)
njy	Njyem	14.05541	2.4816	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Makaa-Njem (A.84)
nka	Nkoya	24.76494	-14.85131	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, L, Nkoya (L.60)
nkb	Khoibu Naga	94.13453	24.20405	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Tangkhul
nkc	Nkongho	9.80096	5.33848	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Lundu-Balong (A.151)
nkd	Koireng	94.21409	25.28569	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Zeme
nke	Duke	157.06392	-7.97768	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
nkf	Inpui Naga	93.80956	24.87608	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Unclassified
nkg	Nekgini	146.25283	-5.64364	Trans-New Guinea, Finisterre-Huon, Finisterre, Gusap-Mot
nkh	Khezha Naga	94.31138	25.70775	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri
nki	Thangal Naga	93.83959	25.34725	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Zeme
nkj	Nakai	140.51225	-5.19377	Trans-New Guinea, Ok-Awyu, Ok, Mountain
nkk	Nokuku	166.60265	-14.89743	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
nkm	Namat	141.64056	-8.827	South-Central Papuan, Morehead-Upper Maro, Nambu
nkn	Nkangala	19.04755	-13.36882	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, K, Ciokwe-Luchazi (K.18)
nko	Nkonya	0.3209	7.20316	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, North Guang
nkp	Niuatoputapu	-173.74249	-15.96596	
nkr	Nukuoro	151.86652	7.44397	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
nks	North Asmat	138.40469	-4.89854	Trans-New Guinea, Asmat-Kamoro, Asmat
nku	Bouna Kulango	-3.02299	9.23063	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Kulango
nkw	Nkutu	22.68021	-3.67432	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Tetela (C.73)
nkx	Nkoroo	7.45802	4.57641	Niger-Congo, Atlantic-Congo, Ijoid, Ijo, Eastern, Northeastern
nky	Khiamniungan Naga	95.04919	26.2178	
nkz	Nkari	7.76345	5.43898	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro
nla	Ngombale	10.14461	5.70306	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke
nlc	Nalca	139.88259	-4.26068	Trans-New Guinea, Mek, Eastern
nld	Dutch	5.332	51.77029	Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Franconian
nle	East Nyala	34.66264	0.38163	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Masaba-Luhya (E.32)
nlg	Gela	160.1865	-9.04587	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Gela
nli	Grangali	70.73232	34.64848	Indo-European, Indo-Iranian, Indo-Aryan, Northwestern zone, Dardic, Kunar
nlj	Nyali	30.0201	1.92098	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, D, Bira-Nyali (D.33)
nlk	Ninia Yali	139.39045	-4.4737	Trans-New Guinea, West, Dani, Ngalik
nll	Nihali	76.33177	21.18862	Language isolate
nln	Durango Nahuatl	-104.19367	22.82408	
nlo	Ngul	19.51287	-4.09816	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Tiene-Yanzi (B.861)
nlr	Ngarla	119.30579	-20.20748	Australian, Pama-Nyungan, South-West, Inland Ngayarda
nlu	Nchumbulu	-1.30881	7.6302	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, North Guang
nlv	Orizaba Nahuatl	-96.97648	18.63995	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Core Nahua, Nahuatl
nlx	Nahali	74.827	21.43	Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Bhil
nly	Nyamal	119.69301	-21.60924	Australian, Pama-Nyungan, South-West, Inland Ngayarda
nma	Maram Naga	94.22053	25.43776	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Zeme
nmb	Big Nambas	167.23918	-16.09027	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central
nmc	Ngam	18.47455	8.63591	Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper
nmd	Ndumu	13.72792	-1.67033	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Mbete (B.63)
nme	Mzieme Naga	93.71002	25.47793	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Zeme
nmf	Tangkhul Naga	94.35673	25.0489	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Tangkhul
nmg	Ngumba	10.34841	3.08168	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Makaa-Njem (A.81)
nmh	Monsang Naga	94.21644	24.53222	Sino-Tibetan, Tibeto-Burman, Unclassified
nmi	Nyam	10.83652	9.18024	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper
nmj	Ngombe	15.21537	3.90658	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Baka-Gundi
nmk	Namakura	168.56855	-16.8979	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Central Vanuatu
nml	Ndemli	10.21966	4.58061	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Ndemli
nmm	Manangba	84.05154	28.64158	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Gurungic
nmn	!Xóõ	21.95102	-24.19715	Khoisan, Southern Africa, Southern, Hua
nmo	Moyon Naga	94.34214	24.4793	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern
nmp	Nimanbur	123.22832	-17.37396	Australian, Nyulnyulan
nmq	Nambya	26.02454	-18.27075	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Shona (S.16)
nmr	Nimbari	13.82656	9.67581	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Leko-Nimbari, Nimbari
nms	Letemboi	167.56572	-16.43387	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Small Nambas
nmt	Namonuito	149.66552	8.59841	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Trukic
nmu	Northeast Maidu	-120.64525	40.41023	Maiduan, Maidu
nmv	Ngamini	138.70084	-27.17971	Australian, Pama-Nyungan, Karnic, Karna
nmw	Nimoa	153.1584	-11.22974	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Kilivila-Louisiades, Nimoa-Sudest
nmx	Nama	141.70611	-8.66403	South-Central Papuan, Morehead-Upper Maro, Nambu
nmy	Namuyi	101.8976	28.59085	Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Naic
nmz	Nawdm	1.06495	8.59608	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Yom-Nawdm
nna	Nyangumarta	121.39125	-20.62709	Australian, Pama-Nyungan, South-West, Marngu
nnb	Nande	29.02426	-0.24904	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Konzo-Ndandi (D.42)
nnc	Nancere	16.1282	9.31975	Afro-Asiatic, Chadic, East, A, A.2, 1
nnd	West Ambae	167.80748	-15.42811	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
nne	Ngandyera	21.19282	-16.63593	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, R, Wambo (R.24)
nnf	Ngaing	146.34303	-5.6513	Trans-New Guinea, Finisterre-Huon, Finisterre, Gusap-Mot
nng	Maring Naga	94.07232	24.28537	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Tangkhul
nnh	Ngiemboon	10.12662	5.56777	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke
nni	North Nuaulu	129.27734	-2.93154	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Sawai-Nuaulu
nnj	Nyangatom	35.62324	5.39809	Nilo-Saharan, Eastern Sudanic, Nilotic, Eastern, Lotuxo-Teso, Teso-Turkana, Turkana
nnk	Nankina	146.46444	-5.80804	Trans-New Guinea, Finisterre-Huon, Finisterre, Yupna
nnl	Northern Rengma Naga	94.56834	26.4492	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri
nnm	Namia	141.78846	-3.85538	Sepik, Yellow River
nnn	Ngete	15.29053	9.31902	Afro-Asiatic, Chadic, Masa
nno	Nynorsk Norwegian	10.67942	59.38657	Indo-European, Germanic, North, East Scandinavian, Danish-Swedish, Danish-Bokmal
nnp	Wancho Naga	94.89365	26.25812	Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga
nnq	Ngindo	37.98316	-9.78145	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Matuumbi (P.14)
nnr	Narungga	137.53546	-34.68996	Australian, Pama-Nyungan, South-West, Yura
nns	Ningye	8.43562	9.29341	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Western, Southwestern, A
nnt	Nanticoke	-74.98648	39.67781	Algic, Algonquian, Eastern Algonquian, Nanticoke-Conoy
nnu	Dwang	-0.43011	7.70712	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, North Guang
nnv	Nugunu	133.90787	-31.98991	Australian, Pama-Nyungan, South-West, Yura
nnw	Southern Nuni	-2.14385	11.51858	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Northern
nnx	Ngong	13.42855	8.78874	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Jarawan, Cameroon
nny	Nyangga	138.02317	-16.74001	Australian, Tangic
nnz	Nda'nda'	10.39425	5.14715	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke
noa	Woun Meu	-78.00241	7.57117	Chocoan
nob	Bokmal Norwegian	8.886	61.112	Indo-European, Germanic, North, East Scandinavian, Danish-Swedish, Danish-Bokmal
noc	Nuk	146.8751	-6.40741	Trans-New Guinea, Finisterre-Huon, Finisterre, Erap
nod	Northern Thai	99.7268	17.69906	Tai-Kadai, Kam-Tai, Tai, Southwestern
noe	Nimadi	76.12637	22.12628	Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Rajasthani, Unclassified
nof	Nomane	145.09804	-6.30218	Trans-New Guinea, Chimbu-Wahgi, Chimbu
nog	Nogai	46.66178	43.59168	Altaic, Turkic, Western, Aralo-Caspian
noh	Nomu	147.49999	-6.10429	Trans-New Guinea, Finisterre-Huon, Huon, Western
noi	Noiri	73.54864	22.87806	Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Bhil
nok	Nooksack	-121.97345	48.22006	Salish, Central Salish
nom	Nocaman	-73.16666	-8.91666	
noo	Nootka	-126.08614	49.62122	
nop	Numanggang	146.71937	-6.39311	Trans-New Guinea, Finisterre-Huon, Finisterre, Erap
noq	Ngongo	21.38313	-2.87019	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, H, Yaka (H.31)
nor	Norwegian	10.75224	59.91386	Indo-European, Germanic, North, East Scandinavian, Danish-Swedish, Danish-Bokmal
nos	Southern Yi	102.69404	23.98431	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern
not	Nomatsiguenga	-74.43713	-11.53487	Maipurean, Southern, Campa, Ashéninga
nou	Ewage-Notu	148.40542	-8.68756	Trans-New Guinea, Greater Binanderean, Binanderean, Nuclear Binanderean, South Binanderean, Coastal Binanderean, Notu
now	Nyambo	30.91555	-1.6096	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Haya-Jita (E.21)
noy	Noy	17.91361	9.42495	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Bua
noz	Nayi	36.3813	6.88202	Afro-Asiatic, Omotic, North, Dizoid
npa	Nar Phu	84.22852	28.76714	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Gurungic
npb	Nupbikha	90.53395	27.43007	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish, Bumthang
nph	Phom Naga	94.74761	26.47146	Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga
npl	Nahuatl, Southeastern Puebla	-98.20619	19.04129	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Core Nahua, Nahuatl
npn	Mondropolon	146.93094	-2.01359	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, West
npo	Pochuri Naga	94.11187	25.44785	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri
nps	Nipsan	139.75323	-4.14421	Trans-New Guinea, Mek, Eastern
npu	Puimei Naga	93.73443	25.29726	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Unclassified
npy	Napu	120.33786	-1.43707	Austronesian, Malayo-Polynesian, Celebic, Kaili-Pamona, Southern, Badaic
nqg	Ede Nago	2.64908	6.75763	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri
nqk	Kura Ede Nago	1.49505	9.43401	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri
nqm	Ndom	138.01878	-7.93553	Trans-New Guinea, Kolopom
nqn	Nen	142.03236	-8.62183	South-Central Papuan, Morehead-Upper Maro, Nambu
nra	Ngom	13.87585	1.13956	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Kele (B.22)
nrb	Nara	37.49899	15.32507	Nilo-Saharan, Eastern Sudanic, Eastern, Nara
nre	Southern Rengma Naga	94.68531	26.11781	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri
nrg	Narango	167.04703	-15.52585	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
nri	Chokri Naga	94.28868	25.56361	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri
nrl	Ngarluma	117.203	-20.92352	Australian, Pama-Nyungan, South-West, Coastal Ngayarda
nrm	Narom	114.01092	4.42115	Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Berawan-Lower Baram, Lower Baram, Central, B
nrn	Norn	-1.265	60.356	
nrr	Norra	98.45022	27.5088	Tai-Kadai
nrx	Ngurmbur	132.50752	-12.6483	Australian, Umbugarla-Ngumbur
nrz	Lala	146.749	-8.93195	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, West Central Papuan, Nuclear
nsa	Sangtam Naga	94.62794	25.85807	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Ao
nsc	Nshi	10.58	7.22	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Unclassified
nse	Nsenga	30.79941	-14.493	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, N, Senga-Sena (N.41)
nsg	Ngasa	37.52801	-2.97716	Nilo-Saharan, Eastern Sudanic, Nilotic, Eastern, Lotuxo-Teso, Lotuxo-Maa, Ongamo-Maa
nsh	Ngoshie	9.83193	6.04616	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo
nsi	Nigerian Sign Language	3.16664	6.49997	Deaf sign language
nsk	Naskapi	-61.13183	55.93161	Algic, Algonquian, Cree-Montagnais
nsl	Norwegian Sign Language	10.24198	60.77328	Deaf sign language
nsm	Sumi Naga	94.42351	25.99964	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri
nsn	Nehan	154.19964	-4.56875	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Nehan-North Bougainville, Nehan
nso	Northern Sotho	29.47179	-24.79929	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Sotho-Tswana (S.32)
nsp	Nepalese Sign Language	85.30407	27.6993	Deaf sign language
nsq	Northern Sierra Miwok	-120.58819	38.41788	Miwok-Costanoan, Miwokan, Eastern Miwokan, Sierra Miwok
nsr	Maritime Sign Language	-63.88096	45.04272	Deaf sign language
nss	Nali	147.20245	-2.14273	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, East
nst	Tase Naga	96.4323	27.16457	Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga
nsw	Navut	166.79848	-15.31691	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
nsx	Nsongo	16.73478	-10.51661	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, H, Kimbundu (H.24)
nsz	Nisenan	-120.393	38.047	Maiduan
nte	Nathembo	39.9062	-16.09729	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Makhuwa (P.312)
nti	Natioro	-5.19517	10.7176	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Wara-Natioro
ntj	Ngaanyatjarra	127.60204	-25.75137	Australian, Pama-Nyungan, South-West, Wati
ntk	Ikoma	34.53614	-1.94989	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Logooli-Kuria (E.45)
ntm	Nateni	1.21879	10.51908	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma
nto	Ntomba	18.26501	-1.99062	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Bangi-Ntomba (C.35)
ntp	Northern Tepehuan	-107.37932	26.43476	Uto-Aztecan, Southern Uto-Aztecan, Pimic, Tepehuan
ntr	Delo	0.53353	7.86137	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Eastern
nts	Natagaimas	-75.03332	4.16665	Unclassified
ntw	Nottoway	-77.115	36.72	Iroquoian, Northern Iroquoian, Tuscarora-Nottoway
nty	Mantsi	105.40476	23.18287	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern
ntz	Natanzi	51.95383	33.45931	Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Central Iran
nua	Yuaga	164.51038	-20.56641	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern, Extreme Northern
nuc	Nukuini	-73.50436	-7.339	Panoan, Mainline, Unclassified
nud	Ngala	142.50024	-4.26628	Sepik, Ndu
nue	Ngundu	26.86844	-0.22418	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Banda, Central, Central Core, Mid-Southern
nuf	Nusu	98.88008	26.72919	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central
nug	Nungali	131.6405	-14.91093	Australian, Djamindjungan
nuh	Ndunda	11.11047	6.73205	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Northern, Mambiloid, Mambila-Konja, Magu-Kamkam-Kila
nui	Ngumbi	9.73613	1.72096	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Bubi-Benga (A.33)
nuj	Nyole	33.91812	0.88072	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Masaba-Luhya (E.35)
nul	Nusa Laut	128.7762	-3.67727	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Piru Bay, East, Seram Straits, Uliase, Hatuhaha, Elpaputi
num	Niuafo'ou	-175.63991	-15.60144	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, East Uvean-Niuafo’ou
nun	Nung	98.68006	27.291	Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Nungish
nuo	Nguôn	105.93241	17.72429	Austro-Asiatic, Mon-Khmer, Viet-Muong, Muong
nup	Nupe-Nupe-Tako	5.40031	9.18404	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Nupoid, Nupe-Gbagyi, Nupe
nuq	Nukumanu	159.46436	-4.61878	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
nur	Nukuria	154.73118	-3.40038	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
nus	Nuer	31.09909	8.20941	Nilo-Saharan, Eastern Sudanic, Nilotic, Western, Dinka-Nuer, Nuer
nut	Nung	106.07919	22.0505	Tai-Kadai, Kam-Tai, Tai, Central
nuu	Ngbundu	18.71829	3.82245	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Banda, Southwestern
nuv	Northern Nuni	-2.98206	12.13097	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Northern
nuw	Nguluwan	162.98395	5.31191	Mixed language, Yapese-Ulithi
nux	Mehek	142.49818	-3.70927	Sepik, Tama
nuy	Nunggubuyu	135.75267	-14.26229	Australian, Gunwingguan, Enindhilyagwa
nuz	Tlamacazapa Nahuatl	-99.39922	18.62392	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Core Nahua, Nahuatl
